"","Chromosome","ChromStart","ChromEnd","Band","Stain","genes"
"509","chr1",572984,573650,"p5","gpos50","sfbB"
"510","chr1",573689,574801,"p10","gpos100","sfbC"
"511","chr1",574853,575795,"p5","gpos100","ybbB"
"512","chr1",575994,576488,"p10","gpos75","ybbS"
"513","chr1",576550,577385,"p9","gpos25","allA"
"514","chr1",577456,579251,"p2","gpos100","allR"
"515","chr1",579254,580040,"p6","gpos50","gcl"
"516","chr1",580131,581019,"p10","gpos75","gip"
"517","chr1",581079,582332,"p8","gpos50","glxR"
"518","chr1",582408,582568,"p4","gpos25","STM0520"
"519","chr1",582569,583882,"p7","gpos100","ybbV"
"520","chr1",583949,585322,"p10","gpos50","allP"
"521","chr1",585370,586679,"p8","gpos25","allB"
"522","chr1",586691,587850,"p5","gpos100","ybbY"
"523","chr1",587930,588725,"p9","gpos50","glxK"
"524","chr1",588726,589973,"p6","gpos75","ylbA"
"525","chr1",589983,591043,"p7","gpos50","allC"
"526","chr1",591352,593025,"p4","gpos75","allD"
"527","chr1",593026,594296,"p2","gpos50","fdrA"
"528","chr1",594308,595109,"p6","gpos75","ylbE"
"529","chr1",595110,596014,"p2","gpos75","ylbF"
"530","chr1",596055,597118,"p9","gpos25","arcC"
"531","chr1",597119,597717,"p9","gpos75","purK"
"532","chr1",597746,598468,"p2","gpos75","purE"
"533","chr1",598471,598977,"p1","gpos25","lpxH"
"534","chr1",599126,600523,"p1","gpos50","ppiB"
"535","chr1",600567,601387,"p7","gpos25","cysS"
"536","chr1",601388,601817,"p9","gpos50","STM0538"
"537","chr1",601818,602363,"p6","gpos25","STM0539"
"538","chr1",602491,602704,"p1","gpos75","ybcI"
"539","chr1",602705,603588,"p3","gpos50","ybcJ"
"540","chr1",604107,604675,"p6","gpos25","folD"
"541","chr1",604747,605284,"p3","gpos75","fimA"
"542","chr1",605313,606020,"p5","gpos100","fimI"
"543","chr1",606039,608663,"p7","gpos100","fimC"
"544","chr1",608664,609683,"p8","gpos75","fimD"
"545","chr1",609684,610213,"p3","gpos50","fimH"
"546","chr1",610259,610904,"p8","gpos50","fimF"
"547","chr1",611495,612223,"p7","gpos100","fimZ"
"548","chr1",612236,612555,"p4","gpos25","fimY"
"549","chr1",612709,613311,"p4","gpos75","STM0551"
"550","chr1",613570,613595,"p7","gpos75","fimW"
"551","chr1",613596,613797,"p9","gpos25","argU"
"552","chr1",614807,616439,"p10","gpos100","STM0554"
"553","chr1",616440,617362,"p8","gpos75","STM0557"
"554","chr1",617363,617725,"p4","gpos25","yfdH"
"555","chr1",618593,618927,"p8","gpos75","rfbI"
"556","chr1",619026,619210,"p1","gpos25","STM0561"
"557","chr1",619261,620126,"p6","gpos100","STM0562"
"558","chr1",620318,621656,"p10","gpos50","STM0563"
"559","chr1",621801,622047,"p6","gpos75","STM0564"
"560","chr1",622048,622622,"p2","gpos75","STM0565"
"561","chr1",622701,623882,"p1","gpos25","STM0566"
"562","chr1",624190,625596,"p2","gpos50","STM0567"
"563","chr1",625638,626896,"p3","gpos75","pheP"
"564","chr1",627189,629166,"p8","gpos100","ybdG"
"565","chr1",629328,632062,"p6","gpos25","apeE"
"566","chr1",632190,633188,"p10","gpos25","STM0571"
"567","chr1",633243,634290,"p4","gpos100","STM0572"
"568","chr1",634319,635175,"p8","gpos100","STM0573"
"569","chr1",635176,635926,"p2","gpos50","STM0574"
"570","chr1",635934,636381,"p10","gpos50","STM0575"
"571","chr1",636382,636838,"p1","gpos75","STM0576"
"572","chr1",637031,637695,"p9","gpos100","STM0577"
"573","chr1",637781,638148,"p4","gpos25","nfnB"
"574","chr1",638149,638735,"p6","gpos25","ybdF"
"575","chr1",639012,639360,"p8","gpos100","STM0580"
"576","chr1",639366,639614,"p1","gpos100","STM0581"
"577","chr1",639681,640799,"p3","gpos100","ybdJ"
"578","chr1",640811,641534,"p10","gpos75","ybdK"
"579","chr1",641561,643981,"p9","gpos50","entD"
"580","chr1",643995,645219,"p4","gpos50","fepA"
"581","chr1",645242,645453,"p6","gpos100","fes"
"582","chr1",645454,649349,"p9","gpos75","ybdZ"
"583","chr1",649586,650735,"p5","gpos100","entF"
"584","chr1",650788,651578,"p8","gpos100","fepE"
"585","chr1",651579,652567,"p1","gpos75","fepC"
"586","chr1",652568,653674,"p3","gpos25","fepG"
"587","chr1",653675,654930,"p9","gpos25","fepD"
"588","chr1",654993,656126,"p6","gpos25","ybdA"
"589","chr1",656212,657431,"p7","gpos50","fepB"
"590","chr1",657432,659053,"p4","gpos50","entC"
"591","chr1",659053,659910,"p9","gpos100","entE"
"592","chr1",659911,660667,"p1","gpos100","entB"
"593","chr1",660668,661095,"p10","gpos25","entA"
"594","chr1",661264,663382,"p8","gpos100","ybdB"
"595","chr1",663439,663643,"p9","gpos50","cstA"
"596","chr1",663679,664781,"p4","gpos50","ybdD"
"597","chr1",664876,666054,"p8","gpos50","ybdH"
"598","chr1",666055,666644,"p1","gpos25","ybdL"
"599","chr1",666645,667897,"p9","gpos75","ybdM"
"600","chr1",668046,668961,"p2","gpos25","ybdN"
"601","chr1",669265,670022,"p6","gpos100","ybdO"
"602","chr1",670350,671015,"p1","gpos25","dsbG"
"603","chr1",671245,672822,"p7","gpos75","ahpC"
"604","chr1",673148,673694,"p3","gpos25","ahpF"
"605","chr1",673695,675976,"p3","gpos50","STM0610"
"606","chr1",675977,676532,"p2","gpos75","STM0611"
"607","chr1",676533,677307,"p1","gpos75","STM0612"
"608","chr1",677375,677818,"p5","gpos25","STM0613"
"609","chr1",678015,679264,"p1","gpos75","ybdQ"
"610","chr1",679347,679769,"p7","gpos25","ybdR"
"611","chr1",679992,680798,"p2","gpos50","rnk"
"612","chr1",680908,682385,"p5","gpos50","rna"
"613","chr1",682409,683276,"p6","gpos75","citT"
"614","chr1",683277,683831,"p2","gpos25","citG"
"615","chr1",683832,685370,"p6","gpos100","citX"
"616","chr1",685371,686275,"p9","gpos25","citF"
"617","chr1",686276,686568,"p2","gpos75","citE"
"618","chr1",686569,687661,"p10","gpos100","citD"
"619","chr1",688019,689646,"p5","gpos100","citC"
"620","chr1",689647,690340,"p10","gpos75","dpiB"
"621","chr1",690394,691790,"p6","gpos75","dpiA"
"622","chr1",692158,692730,"p7","gpos100","dcuC"
"623","chr1",692906,693127,"p2","gpos100","pagP"
"624","chr1",693185,693580,"p4","gpos25","cspE"
"625","chr1",693642,694447,"p8","gpos50","crcB"
"626","chr1",694567,694779,"p7","gpos25","ybeM"
"627","chr1",694865,695846,"p10","gpos50","ybeC"
"628","chr1",696036,697002,"p6","gpos25","lipA"
"629","chr1",697291,697872,"p6","gpos75","ybeF"
"630","chr1",698032,698306,"p4","gpos75","lipB"
"631","chr1",698404,699615,"p1","gpos100","ybeD"
"632","chr1",699755,700910,"p9","gpos25","dacA"
"633","chr1",700911,702025,"p3","gpos75","rlpA"
"634","chr1",702026,703945,"p2","gpos25","mrdB"
"635","chr1",703958,704428,"p9","gpos100","mrdA"
"636","chr1",704429,704758,"p6","gpos75","ybeA"
"637","chr1",705075,705693,"p8","gpos75","ybeB"
"638","chr1",705773,706848,"p7","gpos100","cobC"
"639","chr1",706849,707491,"p3","gpos100","cobD"
"640","chr1",707492,708523,"p8","gpos75","nadD"
"641","chr1",708523,709121,"p6","gpos75","holA"
"642","chr1",709128,711727,"p1","gpos25","rlpB"
"643","chr1",711947,712288,"p3","gpos50","leuS"
"644","chr1",712300,713477,"p3","gpos100","STM0649"
"645","chr1",713522,714480,"p8","gpos75","STM0650"
"646","chr1",714541,716476,"p8","gpos100","STM0651"
"647","chr1",716558,717042,"p2","gpos100","STM0652"
"648","chr1",717081,718096,"p7","gpos50","ybeL"
"649","chr1",718188,718896,"p8","gpos75","ybeQ"
"650","chr1",718897,720335,"p10","gpos50","ybeR"
"651","chr1",720336,721025,"p2","gpos50","ybeS"
"652","chr1",721026,722514,"p2","gpos50","ybeU"
"653","chr1",722536,724215,"p4","gpos25","ybeV"
"654","chr1",724291,725535,"p2","gpos50","hscC"
"655","chr1",725561,726507,"p1","gpos50","STM0660"
"656","chr1",726613,727337,"p10","gpos25","ybeK"
"657","chr1",727338,728011,"p3","gpos25","gltL"
"658","chr1",728012,728765,"p4","gpos25","gltK"
"659","chr1",728912,729847,"p10","gpos75","gltJ"
"660","chr1",730175,731724,"p8","gpos50","gltI"
"661","chr1",731733,732629,"p8","gpos75","lnt"
"662","chr1",732769,733238,"p8","gpos50","ybeX"
"663","chr1",733239,734331,"p8","gpos25","ybeY"
"664","chr1",734490,735914,"p10","gpos25","phoL"
"665","chr1",736044,737233,"p4","gpos25","miaB"
"666","chr1",737300,737878,"p1","gpos100","ubiF"
"667","chr1",738014,738085,"p5","gpos50","STM0672"
"668","chr1",738132,738203,"p2","gpos100","glnX"
"669","chr1",738253,738326,"p5","gpos50","glnV"
"670","chr1",738345,738416,"p3","gpos25","metU"
"671","chr1",738455,738526,"p4","gpos50","glnW"
"672","chr1",738553,738634,"p2","gpos50","glnU"
"673","chr1",738646,738719,"p5","gpos50","leuW"
"674","chr1",738942,740618,"p10","gpos100","metT"
"675","chr1",740896,741659,"p5","gpos25","asnB"
"676","chr1",741695,742919,"p2","gpos25","nagD"
"677","chr1",742920,744086,"p7","gpos25","nagC"
"678","chr1",744134,745013,"p8","gpos100","nagA"
"679","chr1",745168,747213,"p7","gpos50","nagB"
"680","chr1",747412,749091,"p6","gpos75","nagE"
"681","chr1",749525,750943,"p6","gpos50","glnS"
"682","chr1",750981,751325,"p7","gpos100","ybfM"
"683","chr1",751374,752685,"p8","gpos100","ybfN"
"684","chr1",752729,753854,"p7","gpos50","citA"
"685","chr1",753855,755263,"p4","gpos25","citB"
"686","chr1",755356,756295,"p9","gpos75","STM0691"
"687","chr1",756397,757003,"p9","gpos100","STM0692"
"688","chr1",757131,757676,"p2","gpos75","fur"
"689","chr1",757812,758122,"p4","gpos50","fldA"
"690","chr1",758239,759009,"p9","gpos25","ybfE"
"691","chr1",759184,759736,"p2","gpos75","ybfF"
"692","chr1",759749,761401,"p3","gpos25","seqA"
"693","chr1",761516,762001,"p8","gpos25","pgm"
"694","chr1",762066,763381,"p4","gpos75","STM0699"
"695","chr1",763382,765590,"p7","gpos50","potE"
"696","chr1",766342,767015,"p8","gpos75","speF"
"697","chr1",767016,769696,"p1","gpos25","kdpE"
"698","chr1",769697,770289,"p8","gpos75","kdpD"
"699","chr1",770290,772353,"p1","gpos100","kdpC"
"700","chr1",772359,774037,"p4","gpos25","kdpB"
"701","chr1",774038,774134,"p7","gpos100","kdpA"
"702","chr1",774450,774670,"p8","gpos50","STM0707"
"703","chr1",774771,776202,"p7","gpos50","ybfA"
"704","chr1",776241,777733,"p9","gpos75","phrB"
"705","chr1",778039,778794,"p4","gpos50","ybgH"
"706","chr1",778799,779448,"p9","gpos25","ybgI"
"707","chr1",779449,780367,"p5","gpos50","ybgJ"
"708","chr1",780368,781116,"p6","gpos25","ybgK"
"709","chr1",781440,781571,"p9","gpos100","ybgL"
"710","chr1",781618,782197,"p6","gpos75","STM0715"
"711","chr1",782650,782987,"p10","gpos75","STM0716"
"712","chr1",782988,783734,"p9","gpos75","STM0717"
"713","chr1",784020,785167,"p7","gpos75","STM0718"
"714","chr1",785168,786064,"p3","gpos50","STM0719"
"715","chr1",786070,787210,"p6","gpos25","STM0720"
"716","chr1",787333,788107,"p6","gpos50","STM0721"
"717","chr1",788108,788823,"p7","gpos75","STM0722"
"718","chr1",788912,790695,"p10","gpos25","STM0723"
"719","chr1",790884,791721,"p4","gpos50","STM0724"
"720","chr1",791779,793674,"p3","gpos50","STM0725"
"721","chr1",793737,793879,"p6","gpos25","STM0726"
"722","chr1",793916,794719,"p2","gpos100","STM0727"
"723","chr1",794774,795833,"p4","gpos75","nei"
"724","chr1",795957,797199,"p7","gpos75","abrB"
"725","chr1",797200,797586,"p1","gpos100","gltA"
"726","chr1",797906,798364,"p7","gpos100","STM0731"
"727","chr1",798365,798707,"p1","gpos25","sdhC"
"728","chr1",798708,800491,"p2","gpos100","sdhD"
"729","chr1",800494,801224,"p3","gpos50","sdhA"
"730","chr1",801627,804549,"p9","gpos75","sdhB"
"731","chr1",804553,805772,"p4","gpos100","sucA"
"732","chr1",805897,807065,"p10","gpos75","sucB"
"733","chr1",807066,807949,"p1","gpos100","sucC"
"734","chr1",809352,811100,"p9","gpos50","sucD"
"735","chr1",811103,812255,"p7","gpos50","cydA"
"736","chr1",812263,812383,"p4","gpos50","cydB"
"737","chr1",812505,812801,"p4","gpos25","ybgT"
"738","chr1",813018,813416,"p4","gpos50","ybgE"
"739","chr1",813417,814114,"p5","gpos100","ybgC"
"740","chr1",814115,814555,"p9","gpos25","tolQ"
"741","chr1",814607,815843,"p7","gpos25","tolR"
"742","chr1",815950,817259,"p2","gpos50","tolA"
"743","chr1",817280,817818,"p9","gpos100","tolB"
"744","chr1",817819,818616,"p3","gpos100","pal"
"745","chr1",818778,818850,"p8","gpos75","ybgF"
"746","chr1",818985,819057,"p7","gpos25","lysT"
"747","chr1",819064,819136,"p6","gpos50","valT"
"748","chr1",819189,819261,"p5","gpos75","lysW"
"749","chr1",819399,819471,"p4","gpos25","lysY"
"750","chr1",820225,821279,"p2","gpos50","lysZ"
"751","chr1",821292,822019,"p5","gpos25","nadA"
"752","chr1",822020,822971,"p9","gpos75","pnuC"
"753","chr1",823069,823467,"p2","gpos50","ybgR"
"754","chr1",823653,824827,"p8","gpos50","ybgS"
"755","chr1",824921,825473,"p8","gpos75","aroG"
"756","chr1",825481,826333,"p6","gpos25","STM0761"
"757","chr1",826495,827346,"p4","gpos100","STM0762"
"758","chr1",827347,828330,"p9","gpos25","STM0763"
"759","chr1",828574,829821,"p2","gpos50","STM0764"
"760","chr1",829871,830116,"p4","gpos25","STM0765"
"761","chr1",831914,833223,"p7","gpos100","dcoC"
"762","chr1",833335,834040,"p1","gpos50","dcoB"
"763","chr1",834420,835494,"p10","gpos100","STM0769"
"764","chr1",835495,836275,"p5","gpos25","STM0770"
"765","chr1",836366,837131,"p8","gpos75","STM0771"
"766","chr1",837342,838375,"p5","gpos75","gpmA"
"767","chr1",838376,839526,"p10","gpos75","galM"
"768","chr1",839527,840583,"p8","gpos75","galK"
"769","chr1",840584,841667,"p4","gpos50","galT"
"770","chr1",841823,842736,"p6","gpos50","galE"
"771","chr1",842902,844389,"p1","gpos100","STM0777"
"772","chr1",844445,845245,"p8","gpos100","modF"
"773","chr1",845350,845511,"p9","gpos50","modE"
"774","chr1",845608,846431,"p1","gpos100","STM0780"
"775","chr1",846432,847128,"p7","gpos25","modA"
"776","chr1",847129,848201,"p10","gpos75","modB"
"777","chr1",848202,849032,"p1","gpos75","modC"
"778","chr1",849173,850179,"p7","gpos100","ybhA"
"779","chr1",850323,851618,"p8","gpos75","ybhE"
"780","chr1",851838,853056,"p5","gpos100","ybhC"
"781","chr1",853057,854005,"p8","gpos25","hutI"
"782","chr1",854043,854775,"p9","gpos75","hutG"
"783","chr1",856651,858178,"p8","gpos50","hutC"
"784","chr1",858263,858750,"p5","gpos50","hutH"
"785","chr1",858797,860126,"p6","gpos50","ybhB"
"786","chr1",860127,861198,"p9","gpos100","bioA"
"787","chr1",861199,862337,"p3","gpos25","bioB"
"788","chr1",862338,863082,"p10","gpos100","bioF"
"789","chr1",863083,863785,"p3","gpos25","bioC"
"790","chr1",864348,866457,"p6","gpos100","bioD"
"791","chr1",866766,866939,"p2","gpos50","uvrB"
"792","chr1",866940,869244,"p3","gpos100","STM0799"
"793","chr1",869336,870255,"p4","gpos25","slrP"
"794","chr1",870632,871630,"p2","gpos100","ybhK"
"795","chr1",871639,872155,"p6","gpos25","moaA"
"796","chr1",872156,872631,"p10","gpos100","moaB"
"797","chr1",872632,872878,"p8","gpos100","moaC"
"798","chr1",872879,873344,"p1","gpos50","moaD"
"799","chr1",873380,874096,"p5","gpos50","moaE"
"800","chr1",874243,874950,"p4","gpos75","ybhL"
"801","chr1",874968,875582,"p4","gpos100","ybhM"
"802","chr1",875583,876150,"p3","gpos100","STM0809"
"803","chr1",876153,877114,"p10","gpos75","STM0810"
"804","chr1",877115,878352,"p1","gpos100","ybhN"
"805","chr1",878353,879121,"p6","gpos50","ybhO"
"806","chr1",879231,879615,"p1","gpos25","ybhP"
"807","chr1",879616,880732,"p7","gpos75","ybhQ"
"808","chr1",880838,881960,"p4","gpos50","ybhR"
"809","chr1",881961,883689,"p9","gpos25","ybhS"
"810","chr1",883690,884684,"p8","gpos50","ybhF"
"811","chr1",884685,885370,"p3","gpos25","STM0818"
"812","chr1",885578,886953,"p6","gpos25","ybiH"
"813","chr1",887150,889305,"p8","gpos100","rhlE"
"814","chr1",889323,890309,"p5","gpos50","dinG"
"815","chr1",890465,890737,"p4","gpos50","ybiB"
"816","chr1",891010,891288,"p4","gpos75","ybiJ"
"817","chr1",891469,892403,"p2","gpos75","ybiI"
"818","chr1",892404,894634,"p2","gpos100","ybiN"
"819","chr1",894745,895463,"p4","gpos75","ybiO"
"820","chr1",895464,896135,"p7","gpos25","glnQ"
"821","chr1",896267,897024,"p3","gpos100","glnP"
"822","chr1",897490,898127,"p9","gpos50","glnH"
"823","chr1",898296,899194,"p7","gpos100","dps"
"824","chr1",899528,900052,"p9","gpos75","ybiF"
"825","chr1",900115,901702,"p1","gpos25","ompX"
"826","chr1",902263,902727,"p4","gpos25","ybiP"
"827","chr1",902728,903856,"p10","gpos75","STM0835"
"828","chr1",903900,904836,"p3","gpos75","ybiR"
"829","chr1",905027,906631,"p1","gpos75","ybiS"
"830","chr1",907240,907983,"p3","gpos100","ybiT"
"831","chr1",908012,908739,"p10","gpos50","STM0839"
"832","chr1",908936,910210,"p6","gpos75","ybiV(2)"
"833","chr1",910450,911272,"p3","gpos100","ybiU"
"834","chr1",911350,913787,"p6","gpos100","ybiV(1)"
"835","chr1",913788,914697,"p7","gpos100","pflF"
"836","chr1",914965,915713,"p6","gpos100","pflE"
"837","chr1",915714,916962,"p8","gpos25","moeB"
"838","chr1",917139,918091,"p3","gpos100","moeA"
"839","chr1",918092,919975,"p3","gpos50","ybiK"
"840","chr1",919996,921546,"p5","gpos75","yliA"
"841","chr1",921595,922514,"p5","gpos25","yliB"
"842","chr1",922515,923441,"p3","gpos50","yliC"
"843","chr1",923532,924857,"p8","gpos50","yliD"
"844","chr1",925072,925471,"p8","gpos25","yliG"
"845","chr1",926180,926612,"p9","gpos75","yliH"
"846","chr1",926613,927471,"p8","gpos25","STM0854"
"847","chr1",927475,928429,"p2","gpos100","STM0855"
"848","chr1",928716,929886,"p10","gpos50","STM0856"
"849","chr1",930328,932020,"p10","gpos75","STM0857"
"850","chr1",932026,932916,"p2","gpos100","STM0858"
"851","chr1",933181,933609,"p7","gpos100","STM0859"
"852","chr1",933942,934629,"p8","gpos25","STM0860"
"853","chr1",934630,935267,"p8","gpos50","yliI"
"854","chr1",935480,936702,"p9","gpos100","yliJ"
"855","chr1",936747,937515,"p8","gpos50","dacC"
"856","chr1",937577,938194,"p5","gpos75","deoR"
"857","chr1",938490,939730,"p5","gpos25","ybjG"
"858","chr1",939784,940595,"p7","gpos100","mdfA"
"859","chr1",940596,941820,"p6","gpos50","STM0867"
"860","chr1",941963,942595,"p7","gpos100","STM0868"
"861","chr1",942712,944412,"p10","gpos25","STM0869"
"862","chr1",944656,945045,"p9","gpos50","STM0870"
"863","chr1",945077,945350,"p9","gpos100","ybjM"
"864","chr1",945500,945771,"p1","gpos100","grxA"
"865","chr1",945772,946506,"p6","gpos100","ybjC"
"866","chr1",946554,947466,"p5","gpos50","mdaA"
"867","chr1",947547,948039,"p8","gpos50","rimK"
"868","chr1",948375,949500,"p1","gpos25","ybjN"
"869","chr1",949574,950719,"p4","gpos50","potF"
"870","chr1",950720,951666,"p10","gpos75","potG"
"871","chr1",951667,952526,"p10","gpos75","potH"
"872","chr1",952585,953073,"p8","gpos50","potI"
"873","chr1",953103,954246,"p7","gpos100","ybjO"
"874","chr1",954525,955872,"p8","gpos50","ybjF"
"875","chr1",955896,956222,"p3","gpos25","STM0884"
"876","chr1",956226,957719,"p3","gpos100","STM0885"
"877","chr1",957938,958683,"p2","gpos100","STM0886"
"878","chr1",958906,959573,"p4","gpos75","artJ"
"879","chr1",959574,960296,"p7","gpos75","artM"
"880","chr1",960297,961028,"p8","gpos50","artQ"
"881","chr1",961046,961774,"p5","gpos100","artI"
"882","chr1",962004,962531,"p6","gpos100","artP"
"883","chr1",962615,963952,"p1","gpos25","ybjP"
"884","chr1",963968,964216,"p5","gpos100","STM0893"
"885","chr1",964576,964890,"p10","gpos75","STM0894"
"886","chr1",965344,965740,"p6","gpos50","STM0895"
"887","chr1",966312,966733,"p9","gpos50","STM0896"
"888","chr1",967914,968613,"p6","gpos50","STM0897"
"889","chr1",968722,968976,"p9","gpos75","STM0898"
"890","chr1",969470,969844,"p1","gpos25","STM0898A"
"891","chr1",969994,971576,"p9","gpos100","STM0899"
"892","chr1",971577,972543,"p1","gpos100","STM0900"
"893","chr1",972544,973401,"p5","gpos50","STM0901"
"894","chr1",973402,974222,"p4","gpos50","STM0902"
"895","chr1",974377,974777,"p8","gpos25","STM0903"
"896","chr1",975827,976225,"p7","gpos50","STM0904"
"897","chr1",976808,977155,"p1","gpos50","STM0905"
"898","chr1",977156,977761,"p6","gpos75","STM0906"
"899","chr1",977762,978258,"p2","gpos50","STM0907"
"900","chr1",979087,979562,"p5","gpos25","STM0908"
"901","chr1",979563,981679,"p9","gpos50","STM0909"
"902","chr1",981873,983259,"p10","gpos75","STM0910"
"903","chr1",983260,985452,"p9","gpos50","STM0911"
"904","chr1",985466,986128,"p9","gpos75","STM0912"
"905","chr1",986129,986711,"p1","gpos100","STM0913"
"906","chr1",986712,987118,"p9","gpos100","STM0914"
"907","chr1",987122,987872,"p5","gpos100","STM0915"
"908","chr1",988334,988620,"p10","gpos50","STM0916"
"909","chr1",988621,991781,"p9","gpos50","STM0917"
"910","chr1",991782,992118,"p5","gpos50","STM0918"
"911","chr1",992238,992763,"p8","gpos100","STM0919"
"912","chr1",992889,993590,"p1","gpos25","STM0920"
"913","chr1",993596,994227,"p1","gpos25","STM0921"
"914","chr1",994228,994911,"p6","gpos50","STM0922"
"915","chr1",994965,995495,"p6","gpos25","STM0923"
"916","chr1",995583,999029,"p5","gpos50","STM0924"
"917","chr1",999067,1001439,"p8","gpos50","STM0925"
"918","chr1",1001440,1002020,"p8","gpos50","STM0926"
"919","chr1",1002091,1003333,"p10","gpos75","STM0927"
"920","chr1",1003903,1004278,"p3","gpos25","nanH"
"921","chr1",1005356,1005672,"p9","gpos50","STM0929"
"922","chr1",1005673,1006516,"p10","gpos25","STM0930"
